subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,is_churned,account_name,industry,country,signup_date,referral_source,total_usage_events,total_usage_mins,total_errors,distinct_active_days,total_support_tickets,avg_satisfaction_score,avg_resolution_time_hrs,is_high_risk
S-7536e5,A-3f9cc0,2024-06-25,,Basic,22,418,5016,False,False,False,False,annual,True,0,Company_359,HealthTech,US,2024-06-03,event,4.0,203.66666666666666,3.0,4.0,5.0,4.5,34.8,0
S-c80ac4,A-43a9e3,2023-11-29,,Basic,18,342,4104,False,False,False,False,annual,True,0,Company_1,FinTech,IN,2023-08-17,other,3.0,84.7,0.0,3.0,3.0,4.0,38.0,1
S-9f4914,A-417d2f,2024-10-31,,Basic,37,703,8436,False,False,False,False,monthly,True,0,Company_285,Cybersecurity,IN,2023-07-04,partner,2.0,32.13333333333333,1.0,2.0,6.0,4.333333333333333,43.5,1
S-67c2c9,A-396e5f,2024-11-15,,Pro,7,343,4116,False,False,False,False,monthly,True,0,Company_30,Cybersecurity,CA,2024-10-02,other,6.0,343.96666666666664,3.0,6.0,5.0,4.0,24.8,0
S-5eeb46,A-37f969,2024-06-05,,Basic,30,570,6840,False,False,False,False,annual,True,0,Company_150,HealthTech,IN,2023-10-14,partner,8.0,390.93333333333334,4.0,8.0,5.0,3.6666666666666665,22.2,0
S-e71f4a,A-5a184f,2024-01-20,,Basic,7,133,1596,False,False,False,False,monthly,True,0,Company_124,DevTools,DE,2023-06-19,other,6.0,378.28333333333336,4.0,6.0,3.0,4.333333333333333,15.333333333333334,0
S-812c7c,A-f5641b,2024-06-08,,Basic,31,0,0,True,False,False,False,monthly,False,0,Company_382,EdTech,US,2024-03-30,other,3.0,178.93333333333334,2.0,3.0,4.0,3.0,47.5,1
S-18356d,A-779e4e,2023-01-28,,Enterprise,18,3582,42984,False,True,False,False,annual,True,0,Company_193,HealthTech,US,2023-01-02,organic,3.0,144.76666666666668,3.0,3.0,5.0,4.0,26.6,1
S-23a6c5,A-dfbd31,2023-12-31,,Enterprise,24,0,0,True,False,False,False,monthly,True,0,Company_190,DevTools,UK,2023-12-04,partner,3.0,116.06666666666666,0.0,3.0,6.0,4.25,29.666666666666668,1
S-934bd4,A-ccc747,2024-11-04,,Basic,16,304,3648,False,False,False,False,annual,True,0,Company_339,HealthTech,FR,2024-01-12,event,8.0,388.95,6.0,8.0,4.0,5.0,32.25,0
S-695606,A-0f3e88,2023-12-31,,Basic,16,304,3648,False,False,False,False,monthly,True,0,Company_428,HealthTech,US,2023-07-23,other,6.0,321.01666666666665,3.0,6.0,3.0,4.5,48.0,0
S-c59d50,A-7a0d69,2024-07-21,,Basic,40,0,0,True,False,False,False,monthly,False,0,Company_187,DevTools,DE,2024-06-15,ads,5.0,303.2,0.0,5.0,2.0,5.0,29.0,0
S-009027,A-1b7577,2024-10-28,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0,Company_39,Cybersecurity,US,2024-10-27,other,5.0,331.71666666666664,1.0,5.0,5.0,4.0,27.2,0
S-f6f97e,A-02cd81,2024-06-29,2024-08-03,Pro,44,2156,25872,False,False,False,True,annual,True,1,Company_76,HealthTech,IN,2024-03-28,other,6.0,393.7,2.0,6.0,3.0,4.5,17.333333333333332,0
S-8b3e35,A-e693b6,2024-07-19,,Enterprise,55,0,0,True,False,False,False,annual,True,0,Company_240,FinTech,AU,2023-05-25,event,6.0,345.6166666666667,4.0,5.0,1.0,3.0,1.0,0
S-d1201a,A-b2af2e,2024-08-27,,Pro,18,882,10584,False,False,False,False,monthly,False,0,Company_227,Cybersecurity,UK,2024-08-24,event,8.0,362.45,3.0,8.0,2.0,4.0,39.5,0
S-c7c366,A-9208f0,2023-07-11,,Enterprise,38,0,0,True,False,False,False,monthly,True,0,Company_79,EdTech,US,2023-05-11,organic,5.0,376.51666666666665,2.0,5.0,8.0,3.3333333333333335,41.25,0
S-c1d6cf,A-dcc2f0,2024-01-15,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0,Company_309,FinTech,UK,2023-07-22,organic,5.0,415.85,1.0,5.0,2.0,,27.0,0
S-ba672b,A-1b9609,2024-05-01,,Pro,4,196,2352,False,False,False,False,annual,False,0,Company_5,EdTech,IN,2023-10-12,ads,3.0,251.58333333333334,0.0,3.0,4.0,3.0,43.0,1
S-1f149a,A-5a3eb9,2024-08-18,,Pro,21,1029,12348,False,False,False,False,annual,True,0,Company_283,DevTools,CA,2023-08-20,other,4.0,259.1333333333333,2.0,4.0,3.0,,24.0,0
S-e14e00,A-a7bd4b,2023-10-05,,Pro,6,294,3528,False,False,False,False,monthly,True,0,Company_363,Cybersecurity,US,2023-02-15,ads,7.0,273.8333333333333,5.0,7.0,6.0,3.25,36.833333333333336,0
S-7b3464,A-c16101,2024-09-17,,Enterprise,7,1393,16716,False,False,True,False,annual,False,0,Company_139,EdTech,IN,2024-09-06,other,4.0,141.91666666666666,3.0,4.0,4.0,5.0,28.0,0
S-ea3c2c,A-d792a6,2023-05-31,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0,Company_486,DevTools,US,2023-01-23,organic,7.0,350.06666666666666,7.0,7.0,5.0,4.0,40.6,0
S-d90f5e,A-bd4513,2024-12-15,2024-12-22,Basic,50,950,11400,False,False,False,True,annual,True,1,Company_205,DevTools,AU,2024-11-06,event,8.0,375.8,3.0,8.0,3.0,4.666666666666667,42.0,0
S-9cca23,A-3a5ad8,2024-12-20,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0,Company_94,HealthTech,US,2023-12-05,organic,3.0,95.98333333333333,1.0,3.0,4.0,4.5,44.75,1
S-b7d291,A-f6b2fb,2024-10-17,2024-12-17,Pro,23,1127,13524,False,False,False,True,annual,True,1,Company_418,DevTools,AU,2024-04-23,event,6.0,264.76666666666665,10.0,6.0,5.0,4.0,55.0,0
S-ae1278,A-2ebb4b,2024-07-02,2024-08-13,Pro,41,2009,24108,False,False,False,True,monthly,True,1,Company_334,HealthTech,US,2023-05-15,ads,5.0,266.6,1.0,5.0,2.0,3.0,43.5,0
S-a5d949,A-e19ff6,2024-08-11,,Enterprise,2,0,0,True,False,False,False,annual,False,0,Company_411,Cybersecurity,UK,2023-07-28,partner,6.0,274.5,7.0,6.0,3.0,4.666666666666667,30.666666666666668,0
S-cfa635,A-503d5a,2024-03-07,,Basic,50,950,11400,False,False,False,False,monthly,True,0,Company_99,FinTech,US,2023-10-21,other,3.0,218.15,0.0,3.0,9.0,4.0,36.55555555555556,1
S-001561,A-1b7577,2024-12-12,,Enterprise,6,1194,14328,False,False,False,False,annual,True,0,Company_39,Cybersecurity,US,2024-10-27,other,5.0,360.06666666666666,3.0,5.0,5.0,4.0,27.2,0
S-c5e371,A-956988,2024-12-15,,Pro,41,2009,24108,False,False,False,False,monthly,True,0,Company_14,EdTech,UK,2024-11-30,ads,4.0,105.81666666666666,4.0,4.0,2.0,3.0,50.5,0
S-539566,A-4e960a,2024-03-11,,Basic,12,228,2736,False,False,False,False,monthly,True,0,Company_277,FinTech,US,2024-01-17,other,4.0,289.06666666666666,2.0,4.0,6.0,4.0,29.166666666666668,0
S-36b46e,A-202b67,2024-03-27,,Pro,11,539,6468,False,False,False,False,monthly,True,0,Company_305,HealthTech,US,2024-03-22,organic,5.0,254.73333333333332,1.0,5.0,4.0,4.666666666666667,36.75,0
S-b94bce,A-f51f16,2024-04-06,,Enterprise,2,0,0,True,False,False,False,monthly,True,0,Company_282,HealthTech,US,2023-12-25,partner,6.0,457.5833333333333,4.0,6.0,4.0,3.0,29.25,0
S-f8357e,A-f17767,2023-11-01,,Basic,2,38,456,False,False,False,False,monthly,True,0,Company_123,DevTools,US,2023-01-30,event,8.0,353.96666666666664,5.0,8.0,3.0,4.0,36.333333333333336,0
S-1bdc35,A-bcf87c,2024-10-28,,Basic,10,190,2280,False,False,False,False,monthly,True,0,Company_288,FinTech,US,2024-06-27,event,3.0,108.85,2.0,3.0,2.0,4.0,63.0,1
S-56c529,A-856b1e,2023-12-17,,Pro,30,1470,17640,False,False,False,False,monthly,True,0,Company_161,FinTech,US,2023-10-31,partner,1.0,84.4,6.0,1.0,5.0,,36.0,1
S-cdfe99,A-296d7c,2024-11-26,,Pro,6,294,3528,False,False,False,False,annual,True,0,Company_182,DevTools,DE,2023-11-08,other,4.0,316.3666666666667,2.0,4.0,5.0,3.75,50.4,0
S-e11518,A-3ce5b8,2023-12-15,,Pro,189,9261,111132,False,False,False,False,annual,True,0,Company_256,FinTech,IN,2023-09-07,ads,3.0,188.35,1.0,3.0,10.0,3.7142857142857144,42.5,1
S-82a7dd,A-309e54,2024-12-20,,Basic,15,285,3420,False,False,False,False,monthly,True,0,Company_371,DevTools,US,2024-12-09,other,2.0,108.8,0.0,2.0,5.0,3.0,23.8,1
S-f110db,A-86902e,2024-06-22,,Enterprise,34,6766,81192,False,False,False,False,monthly,True,0,Company_169,HealthTech,IN,2023-05-02,other,9.0,576.8666666666667,1.0,9.0,9.0,3.5,40.888888888888886,0
S-651c01,A-bd4708,2024-08-28,,Basic,37,0,0,True,False,False,False,annual,True,0,Company_257,FinTech,US,2024-07-21,ads,3.0,91.16666666666667,1.0,3.0,4.0,3.5,24.0,1
S-531970,A-ff3c73,2024-09-17,,Basic,45,855,10260,False,False,False,False,annual,False,0,Company_244,HealthTech,AU,2023-01-26,other,3.0,90.41666666666667,1.0,3.0,2.0,3.5,35.5,1
S-93ce26,A-726cfa,2023-12-03,2024-07-27,Enterprise,11,0,0,True,False,False,True,monthly,True,1,Company_82,DevTools,US,2023-07-01,partner,6.0,264.2,2.0,6.0,3.0,4.0,35.666666666666664,0
S-b520e9,A-427b69,2024-09-15,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,0,Company_453,FinTech,US,2024-08-23,other,7.0,203.75,3.0,6.0,2.0,3.0,31.5,0
S-ade2d5,A-bcbe98,2024-09-22,,Enterprise,46,0,0,True,False,False,False,monthly,False,0,Company_452,Cybersecurity,US,2024-07-29,other,6.0,344.0833333333333,8.0,6.0,7.0,4.0,38.285714285714285,0
S-767957,A-751c58,2024-08-28,,Enterprise,15,0,0,True,True,False,False,annual,True,0,Company_393,FinTech,UK,2024-07-18,organic,4.0,329.85,2.0,4.0,5.0,4.333333333333333,39.6,0
S-2c80ba,A-4ae22a,2024-11-26,,Basic,6,114,1368,False,False,False,False,annual,True,0,Company_229,EdTech,US,2024-05-09,other,3.0,185.5,1.0,3.0,3.0,3.0,14.333333333333334,1
S-cd0f21,A-b78bf8,2024-12-08,,Enterprise,49,9751,117012,False,True,True,False,annual,True,0,Company_148,DevTools,US,2024-11-15,event,9.0,510.05,6.0,9.0,5.0,4.2,24.2,0
S-18f498,A-684255,2024-10-29,,Basic,28,532,6384,False,False,False,False,monthly,False,0,Company_20,FinTech,US,2024-04-14,ads,6.0,171.7,7.0,6.0,4.0,4.666666666666667,14.25,0
S-d61475,A-89ee83,2024-12-20,,Basic,3,57,684,False,True,False,False,monthly,True,0,Company_312,Cybersecurity,US,2024-10-04,organic,5.0,124.43333333333334,1.0,5.0,5.0,4.0,21.8,0
S-66ffe0,A-625d0b,2024-11-21,,Pro,38,1862,22344,False,False,False,False,monthly,True,0,Company_290,EdTech,AU,2024-09-02,ads,4.0,154.81666666666666,8.0,4.0,5.0,3.0,48.4,0
S-fd790e,A-7920cc,2023-11-30,,Basic,39,0,0,True,False,False,False,annual,True,0,Company_412,Cybersecurity,FR,2023-11-23,ads,4.0,133.23333333333332,2.0,4.0,7.0,4.333333333333333,32.857142857142854,0
S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323,3876,False,False,False,True,monthly,False,1,Company_280,Cybersecurity,US,2024-09-06,other,3.0,116.45,0.0,3.0,8.0,4.4,29.25,1
S-6c1ca5,A-977ca0,2024-01-07,2024-06-06,Basic,6,114,1368,False,False,False,True,monthly,True,1,Company_232,HealthTech,IN,2023-02-20,partner,2.0,97.8,0.0,2.0,3.0,4.0,64.0,1
S-ea71b5,A-bad8c1,2023-12-12,,Enterprise,10,0,0,True,True,False,False,annual,True,0,Company_34,FinTech,AU,2023-03-01,organic,8.0,346.81666666666666,2.0,8.0,1.0,4.0,27.0,0
S-61c27e,A-158f4e,2023-06-02,,Basic,61,1159,13908,False,False,False,False,monthly,True,0,Company_180,FinTech,IN,2023-03-03,other,7.0,300.73333333333335,8.0,7.0,5.0,4.333333333333333,27.6,0
S-a7d34e,A-a7bd4b,2024-05-31,,Pro,51,2499,29988,False,False,False,False,annual,True,0,Company_363,Cybersecurity,US,2023-02-15,ads,4.0,168.58333333333334,7.0,4.0,6.0,3.25,36.833333333333336,0
S-0eba5a,A-fb186e,2024-12-22,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,0,Company_131,EdTech,IN,2024-10-27,organic,2.0,124.48333333333333,1.0,1.0,6.0,3.6666666666666665,26.166666666666668,1
S-1d661c,A-9c18c4,2023-11-30,,Enterprise,12,2388,28656,False,True,False,False,annual,True,0,Company_481,HealthTech,US,2023-07-27,ads,4.0,246.26666666666668,3.0,4.0,4.0,4.0,42.25,0
S-6a56f1,A-684255,2024-10-17,,Pro,12,588,7056,False,False,False,False,annual,False,0,Company_20,FinTech,US,2024-04-14,ads,3.0,172.43333333333334,0.0,3.0,4.0,4.666666666666667,14.25,1
S-ff4a47,A-f03140,2024-10-04,,Enterprise,27,5373,64476,False,True,False,False,monthly,True,0,Company_209,DevTools,IN,2023-11-22,event,5.0,323.96666666666664,1.0,5.0,7.0,3.6666666666666665,36.0,0
S-9e74ba,A-b48f73,2024-12-06,,Enterprise,80,0,0,True,False,False,False,annual,True,0,Company_225,EdTech,AU,2024-11-13,event,7.0,352.35,0.0,7.0,3.0,4.0,28.666666666666668,0
S-d53c0a,A-8e47ca,2024-03-28,,Enterprise,19,3781,45372,False,True,False,False,annual,False,0,Company_191,HealthTech,US,2024-02-15,organic,6.0,324.8833333333333,1.0,6.0,5.0,4.0,33.4,0
S-22cbb3,A-92a3af,2024-10-30,,Pro,77,3773,45276,False,False,True,False,monthly,False,0,Company_259,Cybersecurity,IN,2024-07-07,organic,6.0,247.5,2.0,6.0,4.0,4.0,57.5,0
S-5313fa,A-e40f45,2024-05-17,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,0,Company_317,HealthTech,US,2024-04-18,organic,5.0,235.18333333333334,4.0,5.0,7.0,4.333333333333333,26.714285714285715,0
S-d8fa45,A-5a215a,2024-10-18,,Basic,87,1653,19836,False,False,False,False,monthly,True,0,Company_358,EdTech,FR,2024-01-05,other,4.0,304.03333333333336,2.0,4.0,4.0,4.0,29.5,0
S-24d19a,A-34ea2f,2024-09-10,,Pro,8,392,4704,False,False,False,False,annual,False,0,Company_436,HealthTech,US,2024-08-15,organic,4.0,117.06666666666666,0.0,4.0,8.0,3.8,35.25,0
S-c87391,A-fe79a5,2024-12-08,,Pro,9,0,0,True,False,False,False,monthly,True,0,Company_81,HealthTech,IN,2024-02-21,ads,3.0,125.25,2.0,3.0,4.0,5.0,28.5,1
S-a9952f,A-0aaf6e,2024-08-18,,Pro,11,0,0,True,False,False,False,monthly,True,0,Company_114,FinTech,US,2024-05-11,organic,6.0,327.1,3.0,6.0,5.0,4.0,45.0,0
S-3867d6,A-e60f9d,2024-12-23,,Pro,29,0,0,True,False,False,False,annual,True,0,Company_178,FinTech,US,2024-08-26,other,1.0,43.6,0.0,1.0,2.0,,70.5,1
S-60cb51,A-4c38bc,2024-04-21,2024-10-25,Basic,36,684,8208,False,False,False,True,monthly,False,1,Company_55,HealthTech,UK,2024-03-09,event,3.0,147.75,1.0,3.0,3.0,3.5,48.333333333333336,1
S-8ba974,A-cc98bc,2024-07-03,2024-08-23,Pro,32,1568,18816,False,False,False,True,annual,True,1,Company_469,DevTools,US,2023-05-24,ads,4.0,179.8,1.0,4.0,3.0,4.0,4.666666666666667,0
S-f7e37f,A-794a0b,2023-08-07,,Pro,23,0,0,True,False,False,False,annual,True,0,Company_168,HealthTech,DE,2023-06-02,organic,1.0,28.0,0.0,1.0,0.0,,,0
S-ff1b11,A-dcc2f0,2024-11-30,,Basic,32,608,7296,False,False,False,False,annual,False,0,Company_309,FinTech,UK,2023-07-22,organic,6.0,304.56666666666666,2.0,6.0,2.0,,27.0,0
S-f6e116,A-4d1e75,2024-10-31,,Pro,20,980,11760,False,False,True,False,monthly,True,0,Company_58,DevTools,US,2024-08-21,other,3.0,131.9,0.0,3.0,2.0,4.0,15.0,1
S-ed7a72,A-533452,2024-11-21,,Pro,25,1225,14700,False,False,False,False,monthly,True,0,Company_279,DevTools,AU,2024-11-12,organic,5.0,263.55,1.0,5.0,4.0,4.0,32.75,0
S-27e42e,A-600734,2024-03-02,,Pro,29,1421,17052,False,False,False,False,monthly,True,0,Company_327,DevTools,US,2023-11-14,organic,8.0,369.56666666666666,6.0,8.0,7.0,3.6666666666666665,52.57142857142857,0
S-bd3e24,A-ffc04f,2024-12-21,2024-12-21,Pro,13,637,7644,False,False,False,True,annual,True,1,Company_307,EdTech,US,2024-06-06,ads,4.0,203.81666666666666,1.0,4.0,7.0,4.5,17.714285714285715,0
S-9e64bd,A-c7e58b,2024-09-07,,Pro,16,0,0,True,False,False,False,monthly,True,0,Company_404,HealthTech,IN,2023-06-25,other,3.0,249.45,4.0,3.0,5.0,3.5,30.6,1
S-ad5d94,A-35083d,2023-11-30,,Basic,19,0,0,True,False,False,False,annual,False,0,Company_27,HealthTech,IN,2023-04-28,partner,6.0,292.06666666666666,4.0,6.0,4.0,5.0,49.75,0
S-44483e,A-bbc346,2024-09-30,2024-10-22,Enterprise,19,0,0,True,False,True,True,monthly,True,1,Company_138,FinTech,US,2024-08-29,partner,3.0,194.46666666666667,0.0,3.0,3.0,4.5,45.333333333333336,1
S-b75a31,A-a8b49c,2023-11-10,,Pro,7,343,4116,False,False,False,False,annual,True,0,Company_72,Cybersecurity,UK,2023-10-06,partner,2.0,153.16666666666666,0.0,2.0,1.0,4.0,72.0,1
S-731ee3,A-9077b0,2024-11-09,2024-12-07,Enterprise,14,2786,33432,False,False,False,True,annual,True,1,Company_41,HealthTech,US,2024-08-25,ads,6.0,385.95,5.0,6.0,3.0,4.333333333333333,40.333333333333336,0
S-0c91c4,A-2789e3,2024-10-11,,Enterprise,11,2189,26268,False,False,True,False,annual,True,0,Company_268,FinTech,US,2024-09-14,partner,8.0,255.46666666666667,3.0,8.0,4.0,4.0,47.25,0
S-148506,A-3a5ad8,2024-01-01,,Basic,9,171,2052,False,False,False,False,annual,True,0,Company_94,HealthTech,US,2023-12-05,organic,4.0,87.88333333333334,7.0,4.0,4.0,4.5,44.75,0
S-23d802,A-ad64c6,2024-07-24,,Basic,54,0,0,True,False,False,False,monthly,True,0,Company_175,DevTools,UK,2024-02-23,event,1.0,39.3,0.0,1.0,4.0,5.0,34.0,1
S-3e3033,A-e60f9d,2024-12-11,,Pro,31,0,0,True,False,False,False,annual,True,0,Company_178,FinTech,US,2024-08-26,other,4.0,217.03333333333333,0.0,4.0,2.0,,70.5,0
S-d5ac8c,A-ef84cf,2024-05-22,,Enterprise,34,6766,81192,False,False,False,False,annual,True,0,Company_274,EdTech,US,2024-03-01,partner,4.0,114.36666666666666,1.0,4.0,5.0,4.333333333333333,34.8,0
S-ad31b0,A-5b051a,2024-12-29,,Pro,22,1078,12936,False,False,False,False,monthly,True,0,Company_181,Cybersecurity,US,2024-08-05,event,4.0,79.61666666666666,7.0,4.0,1.0,3.0,2.0,0
S-a61006,A-8bde0c,2024-12-24,,Enterprise,12,2388,28656,False,True,False,False,monthly,True,0,Company_287,DevTools,US,2024-11-04,organic,5.0,310.85,0.0,5.0,3.0,4.0,25.666666666666668,0
S-467d4a,A-1b7577,2024-11-14,,Pro,9,441,5292,False,False,False,False,annual,True,0,Company_39,Cybersecurity,US,2024-10-27,other,5.0,232.83333333333334,2.0,5.0,5.0,4.0,27.2,0
S-e1dc0b,A-e5d6ab,2023-09-16,,Pro,17,0,0,True,False,False,False,monthly,True,0,Company_7,EdTech,US,2023-04-15,partner,4.0,206.61666666666667,1.0,4.0,3.0,,42.666666666666664,0
S-4b7873,A-0651a4,2024-11-25,,Basic,16,304,3648,False,False,False,False,annual,True,0,Company_255,HealthTech,FR,2024-10-16,organic,5.0,245.88333333333333,3.0,5.0,4.0,4.0,29.25,0
S-9f57f5,A-96e141,2024-05-04,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,0,Company_134,DevTools,UK,2023-08-12,partner,3.0,82.01666666666667,0.0,3.0,5.0,4.333333333333333,32.8,1
S-a82473,A-fda07f,2024-09-12,,Enterprise,16,3184,38208,False,False,False,False,annual,True,0,Company_230,Cybersecurity,FR,2024-08-11,partner,2.0,91.73333333333333,1.0,2.0,5.0,4.0,17.8,1
S-15582c,A-600734,2024-09-05,,Basic,29,551,6612,False,False,False,False,monthly,True,0,Company_327,DevTools,US,2023-11-14,organic,5.0,289.6666666666667,1.0,5.0,7.0,3.6666666666666665,52.57142857142857,0
S-caca4f,A-e83938,2024-12-06,,Basic,54,1026,12312,False,False,False,False,annual,False,0,Company_111,DevTools,UK,2023-11-21,other,5.0,165.5,2.0,5.0,4.0,3.0,31.0,0
S-4911f9,A-bb2f49,2024-12-07,,Basic,8,152,1824,False,False,False,False,annual,True,0,Company_356,Cybersecurity,US,2023-05-28,other,6.0,337.8333333333333,3.0,6.0,3.0,4.0,22.333333333333332,0
S-f7f6d7,A-425e76,2024-05-07,,Basic,14,266,3192,False,False,False,False,monthly,True,0,Company_110,DevTools,UK,2023-05-17,other,1.0,11.183333333333334,0.0,1.0,5.0,3.3333333333333335,48.2,1
S-1a0f22,A-d26ab4,2024-12-20,,Enterprise,18,3582,42984,False,False,False,False,monthly,True,0,Company_497,DevTools,UK,2024-11-07,organic,6.0,221.03333333333333,3.0,6.0,2.0,4.0,49.5,0
S-3037ab,A-b9eed8,2024-08-27,,Basic,17,323,3876,False,False,True,False,annual,True,0,Company_189,Cybersecurity,US,2024-02-23,organic,5.0,303.5833333333333,7.0,5.0,5.0,3.75,29.2,0
S-722103,A-a09355,2024-10-27,,Enterprise,14,0,0,True,False,False,False,monthly,True,0,Company_459,FinTech,US,2024-08-10,organic,9.0,432.15,5.0,9.0,5.0,4.0,32.6,0
S-ca1cb9,A-5a215a,2024-09-16,2024-11-13,Enterprise,87,17313,207756,False,False,False,True,annual,False,1,Company_358,EdTech,FR,2024-01-05,other,2.0,139.91666666666666,0.0,2.0,4.0,4.0,29.5,1
S-00f31d,A-410e86,2024-12-02,,Pro,24,1176,14112,False,False,False,False,annual,False,0,Company_210,FinTech,US,2024-11-10,organic,5.0,213.6,2.0,5.0,5.0,3.5,42.6,0
S-3236ee,A-0b0d6d,2024-12-31,,Basic,13,247,2964,False,False,False,False,monthly,True,0,Company_267,DevTools,US,2024-12-30,organic,5.0,173.08333333333334,4.0,5.0,5.0,4.0,31.4,0
S-5cb87c,A-e89151,2024-04-20,,Pro,24,1176,14112,False,False,False,False,monthly,True,0,Company_234,FinTech,UK,2023-09-14,organic,7.0,270.31666666666666,11.0,7.0,2.0,5.0,41.5,0
S-3baf90,A-5a3eb9,2024-06-19,,Basic,40,760,9120,False,False,False,False,annual,False,0,Company_283,DevTools,CA,2023-08-20,other,6.0,334.1333333333333,6.0,6.0,3.0,,24.0,0
S-3110d9,A-692f18,2024-08-20,,Enterprise,17,3383,40596,False,False,True,False,annual,False,0,Company_195,EdTech,US,2024-03-28,other,6.0,236.75,2.0,6.0,2.0,5.0,37.5,0
S-a0a5e3,A-6a7c9d,2024-11-29,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,0,Company_324,Cybersecurity,US,2024-10-24,organic,7.0,450.15,1.0,7.0,3.0,4.0,34.333333333333336,0
S-fc2bf2,A-f3ff05,2024-08-01,,Basic,28,532,6384,False,False,False,False,monthly,True,0,Company_44,FinTech,IN,2024-07-06,other,4.0,76.78333333333333,3.0,4.0,3.0,3.5,42.666666666666664,0
S-9c67ab,A-c62e55,2024-04-04,,Basic,8,152,1824,False,True,False,False,annual,True,0,Company_315,EdTech,US,2023-02-08,partner,8.0,230.06666666666666,0.0,8.0,4.0,4.0,27.5,0
S-f22b7f,A-b44e3e,2024-12-27,2024-12-27,Enterprise,40,7960,95520,False,False,False,True,annual,True,1,Company_383,Cybersecurity,UK,2024-02-12,ads,3.0,177.73333333333332,2.0,3.0,3.0,4.333333333333333,40.0,1
S-71d31c,A-bd4708,2024-12-16,,Basic,37,0,0,True,False,False,False,annual,False,0,Company_257,FinTech,US,2024-07-21,ads,2.0,137.91666666666666,4.0,2.0,4.0,3.5,24.0,1
S-64d8c9,A-34ea2f,2024-11-30,,Basic,41,779,9348,False,True,False,False,monthly,True,0,Company_436,HealthTech,US,2024-08-15,organic,2.0,182.98333333333332,0.0,2.0,8.0,3.8,35.25,1
S-f4335b,A-075038,2024-08-19,,Enterprise,17,3383,40596,False,False,False,False,annual,False,0,Company_397,HealthTech,UK,2023-05-12,ads,7.0,187.36666666666667,7.0,7.0,2.0,3.0,43.5,0
S-1ad9cb,A-4d1e75,2024-10-10,,Pro,20,980,11760,False,False,False,False,monthly,True,0,Company_58,DevTools,US,2024-08-21,other,7.0,447.1,1.0,7.0,2.0,4.0,15.0,0
S-866608,A-88c6ca,2024-12-23,,Pro,23,1127,13524,False,False,False,False,annual,True,0,Company_179,FinTech,DE,2024-10-25,ads,8.0,470.3,4.0,8.0,1.0,,56.0,0
S-fccc09,A-1f0ac7,2024-12-20,,Pro,24,1176,14112,False,True,False,False,monthly,True,0,Company_3,HealthTech,UK,2023-08-27,other,7.0,244.55,3.0,7.0,2.0,,29.0,0
S-19858e,A-92a3af,2024-09-17,,Pro,30,1470,17640,False,False,True,False,annual,True,0,Company_259,Cybersecurity,IN,2024-07-07,organic,7.0,506.71666666666664,7.0,7.0,4.0,4.0,57.5,0
S-db0f41,A-afa505,2024-07-26,,Enterprise,70,13930,167160,False,False,False,False,monthly,False,0,Company_157,DevTools,US,2023-12-27,partner,5.0,270.73333333333335,3.0,5.0,4.0,3.0,37.25,0
S-897d69,A-0a282f,2024-12-20,,Pro,55,2695,32340,False,False,False,False,monthly,True,0,Company_2,DevTools,US,2024-08-27,organic,2.0,131.11666666666667,0.0,2.0,3.0,4.666666666666667,43.666666666666664,1
S-b57dcd,A-e5d6ab,2023-05-11,,Basic,5,95,1140,False,False,False,False,annual,True,0,Company_7,EdTech,US,2023-04-15,partner,6.0,242.61666666666667,3.0,6.0,3.0,,42.666666666666664,0
S-6d3477,A-cd458b,2024-10-25,,Enterprise,47,9353,112236,False,False,False,False,annual,True,0,Company_430,DevTools,US,2024-06-15,other,4.0,298.03333333333336,3.0,4.0,5.0,4.6,38.4,0
S-6c3700,A-9779ad,2024-06-24,,Enterprise,40,7960,95520,False,False,False,False,annual,True,0,Company_171,Cybersecurity,AU,2024-03-29,event,7.0,360.0833333333333,4.0,7.0,3.0,5.0,20.666666666666668,0
S-50334b,A-f17767,2024-08-21,,Pro,12,588,7056,False,False,False,False,monthly,True,0,Company_123,DevTools,US,2023-01-30,event,8.0,196.35,6.0,7.0,3.0,4.0,36.333333333333336,0
S-9f9dfe,A-c62e55,2024-11-28,,Pro,30,1470,17640,False,False,False,False,monthly,True,0,Company_315,EdTech,US,2023-02-08,partner,2.0,208.03333333333333,0.0,2.0,4.0,4.0,27.5,1
S-fa2170,A-ad3abd,2024-10-14,,Pro,44,2156,25872,False,False,False,False,monthly,True,0,Company_410,FinTech,US,2023-03-03,event,7.0,380.8666666666667,4.0,7.0,3.0,3.0,13.0,0
