account_id,plan_tier,mrr_amount,total_usage_events,total_support_tickets,referral_source
A-d27f50,Enterprise,0,3.0,4.0,ads
A-922109,Basic,0,3.0,3.0,ads
A-3c1a3f,Pro,0,2.0,4.0,event
A-a1b80b,Pro,0,3.0,4.0,organic
A-1f0ac7,Pro,0,3.0,2.0,other
A-ee42db,Basic,0,3.0,4.0,ads
A-72799b,Pro,0,3.0,2.0,event
A-bbc346,Basic,0,3.0,3.0,partner
A-b44e3e,Pro,0,3.0,3.0,ads
A-8bde0c,Basic,0,3.0,3.0,organic
A-3b37d9,Enterprise,0,3.0,5.0,event
A-9a532a,Basic,0,3.0,2.0,partner
A-de58ca,Enterprise,0,2.0,5.0,organic
A-7641d3,Pro,0,2.0,5.0,partner
A-87aa7b,Enterprise,0,2.0,3.0,organic
A-5ed98d,Basic,0,3.0,5.0,partner
A-b07b56,Basic,0,2.0,4.0,event
A-e51ec7,Basic,0,3.0,3.0,partner
A-2ebb4b,Basic,0,3.0,2.0,ads
A-7f6b86,Pro,0,3.0,7.0,partner
A-d792a6,Enterprise,0,3.0,5.0,organic
A-7d514c,Basic,0,2.0,3.0,organic
A-c37cab,Pro,0,3.0,4.0,event
A-71615e,Basic,0,1.0,1.0,organic
A-075038,Pro,0,2.0,2.0,ads
A-d82ef9,Pro,0,2.0,5.0,other
A-157070,Pro,0,3.0,3.0,ads
A-59f724,Pro,0,3.0,4.0,other
A-ee42db,Pro,0,2.0,4.0,ads
A-9bfc9f,Pro,0,2.0,6.0,ads
A-bb3bd4,Enterprise,0,3.0,11.0,ads
A-b07b56,Basic,0,3.0,4.0,event
A-4c56c9,Basic,0,3.0,5.0,partner
A-94d3da,Basic,0,2.0,6.0,other
A-c16cf7,Basic,0,2.0,3.0,event
A-8adedc,Enterprise,0,3.0,4.0,event
A-b78bf8,Enterprise,0,2.0,5.0,event
A-18793f,Enterprise,0,3.0,5.0,organic
A-ac9111,Enterprise,0,3.0,3.0,event
A-019782,Basic,0,3.0,2.0,event
A-313be3,Enterprise,0,3.0,4.0,partner
A-0aaf6e,Basic,0,3.0,5.0,organic
A-df1e44,Enterprise,0,2.0,2.0,organic
A-186a44,Pro,0,3.0,7.0,ads
A-45ce7a,Pro,0,2.0,5.0,ads
A-4e631b,Pro,0,2.0,2.0,other
A-544d0a,Basic,0,0.0,2.0,organic
A-4814a3,Enterprise,0,2.0,4.0,event
A-9badbd,Basic,0,3.0,5.0,ads
A-e888d1,Basic,0,1.0,5.0,other
A-f9cc74,Enterprise,0,2.0,6.0,partner
A-faa28c,Enterprise,0,3.0,4.0,organic
A-d792a6,Basic,0,3.0,5.0,organic
A-5b4ebb,Basic,0,3.0,5.0,other
A-40de06,Enterprise,0,1.0,3.0,event
A-9208f0,Basic,0,3.0,8.0,organic
A-4a267b,Pro,0,1.0,4.0,other
A-7f4db3,Basic,0,3.0,5.0,other
A-e3bd71,Pro,0,3.0,4.0,partner
A-f6b2fb,Enterprise,0,3.0,5.0,event
A-271f46,Enterprise,0,3.0,1.0,event
A-0e966d,Pro,0,3.0,3.0,ads
A-7f6b86,Pro,0,3.0,7.0,partner
A-e08cd3,Enterprise,0,0.0,8.0,ads
A-3b37d9,Pro,0,2.0,5.0,event
A-9123ac,Enterprise,0,2.0,6.0,organic
A-313be3,Enterprise,0,3.0,4.0,partner
A-32728c,Enterprise,0,3.0,2.0,event
A-dfbd31,Enterprise,0,3.0,6.0,partner
A-cb6cc6,Enterprise,0,2.0,3.0,ads
A-712426,Enterprise,0,3.0,6.0,other
A-503d5a,Enterprise,0,3.0,9.0,other
A-1d5444,Basic,0,2.0,2.0,partner
A-c7e58b,Pro,0,3.0,5.0,other
A-6da850,Enterprise,0,2.0,5.0,organic
A-f5641b,Basic,0,3.0,4.0,other
A-bd4708,Basic,0,2.0,4.0,ads
A-ad64c6,Basic,0,1.0,4.0,event
A-50f3f7,Pro,0,3.0,6.0,partner
A-90a8c8,Pro,0,3.0,4.0,organic
A-bd4708,Basic,0,3.0,4.0,ads
A-2e3bad,Basic,0,3.0,5.0,other
A-e60f9d,Pro,0,1.0,2.0,other
A-fe79a5,Pro,0,3.0,4.0,ads
A-d82ef9,Enterprise,0,3.0,5.0,other
A-bcf664,Basic,0,3.0,5.0,other
A-4e960a,Enterprise,0,3.0,6.0,other
A-6c093d,Enterprise,0,3.0,3.0,partner
A-3a5ad8,Basic,0,1.0,4.0,organic
A-dfbd31,Basic,0,3.0,6.0,partner
A-3a5ad8,Enterprise,0,2.0,4.0,organic
A-659280,Enterprise,0,3.0,4.0,event
